%name       obsNum      type     dRa(mas)     dDe(mas)
1740-517         6      none     -15.5458      -7.7613
0935+181         6      none       0.2778      -0.1553
0940-118         5      none       0.2581      -0.4021
1245+716         5      none      -0.5601      -0.2476
0042-373         6      none      -0.0484       0.4046
0130+691         4      none       0.0946       0.0597
0149+710         4      none       0.2148       0.0582
0305+237         4      none       0.0678      -0.0747
0525-230         5      none       0.0674       0.2376
0554-026         5      none       0.0668      -0.1854
0557-001         4      none      -0.3948       0.4203
0602+096         4      none       0.0460       0.1490
0752-385         5      none       0.4160       0.2681
0859-068         4      none      -0.0368      -0.5229
0938+119         5      none       0.4150      -0.3257
0952-185         4      none      -0.0075       0.2428
1045+011         5      none      -0.0006      -0.2733
1045+019         8      none      -0.2438      -0.2993
1054+004         5      none       0.1733       0.2120
1142+422         4      none       0.0179       0.1955
1243-412         4      none      -0.1947      -0.5459
1248-343         5      none      -0.4759       0.4186
1300+693         4      none      -0.0112      -0.0650
1314+677         4      none       0.2863      -0.0441
1333+589         5      none      -0.1570      -0.0759
1408+077         4      none       0.1201      -0.1667
1508+223         4      none       2.8734      -0.4888
1541+189         4      none       0.1643      -0.3429
1553+113         4      none       0.0461      -0.3689
 NGC6034         3      none       0.0557      -0.0492
1708-250         6      none      -0.2397       0.4694
1958+103         4      none       0.1448      -0.2072
2003+104         5      none       0.3328      -0.2864
2009+611         4      none       0.8045      -0.0960
2015+657         4      none       0.3158      -0.0136
2019-408         5      none      -0.1366       0.1049
2054+611         2      none       0.2264      -0.1214
2112+463         5      none      -0.1514       0.0491
2116-238         5      none      -0.2349       0.1316
2132+406         4      none       0.1642      -0.0607
2137+011         4      none       0.1620      -0.0919
2149+069         4      none      -0.2873      -0.2446
2158+029         4      none      -0.1012      -0.3646
0129+560         4      none       0.2673      -0.0597
0148+546         4      none       0.1844      -0.2198
0159-117         4      none      -0.2853       0.2910
0200+539         4      none       0.0276      -0.0666
0320+015         4      none      -0.1809       0.1461
0325+005         5      none      -0.1656       0.0611
0348+049         5      none      -0.1671       0.1522
0351+045         4      none       0.0342      -0.3561
0354+599         4      none      -0.3520      -0.3428
0402+682         4      none      -0.1214      -0.2494
0457+267         5      none      -0.3263      -0.2749
0536+198         5      none      -0.1819       0.0460
0602+109         4      none      -0.0550       0.0234
0624-151         5      none       0.1532       0.2365
0634-108         5      none      -0.1191       0.1202
0733+016         4      none       0.0482      -0.4144
0801+044         4      none       0.0361      -0.1596
0900+520         4      none       0.1937      -0.0860
0903-392         6      none       1.3106      -2.3742
0925+745         4      none      -0.0923       0.0559
0929+533         4      none      -0.1588       0.2701
0950+748         4      none       0.6948      -0.0389
0956-266         5      none       0.2746       0.1953
1027+749         4      none      -0.6543       0.1145
1136+771         4      none      -0.0855       0.2554
1150+095         4      none       0.0721      -0.1091
1151+102         4      none      -0.0328      -0.0717
1204+057         5      none      -0.0045       0.1952
1407+691         4      none      -0.0245       0.1018
1440+635         4      none       0.2461       0.2913
1518+046         4      none       0.1316       1.9270
1518+045         3      none      -0.0470       0.2600
1539-093         7      none      -0.6921      -0.7767
1542+042         4      none      -0.0266       0.3262
1543+005         4      none      -0.1582       0.3134
1633+186         4      none       0.0088       0.0178
1638+124         4      none      -0.0432       0.0637
1717+490         5      none       0.3417       0.0256
1726+552         4      none       0.1554       0.0424
1809+568         4      none       0.0614      -0.3123
1816-206         6      none      -1.0200      -0.0995
1826+052         4      none       0.1069       0.0377
1827+062         4      none      -0.0084      -0.0434
1830+074         4      none      -0.0075       0.1733
1917+552         3      none      -0.0457      -0.2776
2101-097         5      none       0.0083      -1.0510
2143-236         5      none      -0.0809       0.0891
2201+098         4      none      -0.0812       0.1867
2206+178         4      none      -0.2364      -0.4469
2209+184         4      none       0.0760      -0.0577
2220+119         4      none      -0.0093       0.0365
2231+098         4      none      -0.0025       0.0076
2242+031         4      none       0.0280       0.0664
2245+029         4      none      -0.0317       0.2961
2329+451         4      none       0.1212      -0.3368
0101-126         6      none       0.3988      -0.2556
0108-146         4      none       0.5231      -1.0630
0125-176         5      none       0.2605       0.4200
0159+034         4      none       0.1376      -0.3805
0234+052         4      none       0.1171      -0.2018
0252+657         4      none      -0.1486      -0.0908
0259+681         4      none      -0.1475       0.0260
0303+697         4      none       0.8055      -0.2013
0335+599         5      none       0.2826      -0.1567
0424+128         5      none       0.1319      -0.1460
0441+106         4      none      -0.0453       0.0419
0446+113         4      none      -0.0312      -0.1365
0559-276         5      none       0.2627      -0.5914
0625+034         4      none       0.1228       0.1546
0709+008         6      none      -1.1377       1.3913
0748+582         4      none      -0.1828       0.0647
0802+733         4      none      -0.0991       0.1332
0824+524         4      none       0.1933      -0.0020
0843+575         4      none      -1.3038      -0.7777
0924+732         4      none      -0.2630       0.0579
0959+105         7      none      -0.1136       0.4313
1005-162         5      none      -0.7712      -1.1362
1013-196         4      none      -0.3930       0.5928
1109+353         5      none      -0.1318       0.1960
1337+637         4      none      -0.1743      -0.0788
1545+497         7      none      -0.0524       0.0221
1555+455         4      none      -0.0221       0.0275
1630+163         4      none       0.0063       0.0014
1638+540         4      none       0.0162       0.1034
1656+571         4      none       0.1788       0.1091
1748-198         6      none      -0.3353      -0.0562
1811+062         5      none      -0.1732       0.3774
1815+034         5      none      -0.3822      -0.5056
2102+677         4      none      -0.0064       0.0318
2124+641         4      none      -0.0563       0.4248
2147-186         8      none      -0.1621      -0.3591
2154+100         4      none       0.0196      -0.2968
2210+065         3      none       0.1754      -0.2033
2211+069         4      none       0.0350      -0.1123
2224+006         3      none       0.0847      -0.3172
2233+340         5      none      -0.0442      -0.0496
0007-048         7      none      -0.1634      -0.5208
0539-543         6      none       0.3286       0.0576
1204-613         3      none      -1.6811      -0.3716
1830-589         8      none       0.2821      -0.0882
1152-295         5      none       0.1693      -1.0199
1525+737         4      none      -0.3992       0.0524
2317-372         5      none      -0.5239      -0.1558
2047-655         1      none       2.5306       1.2962
2235-556         1      none       0.2892      -0.5059
0044-846         6    define      -0.2787      -0.1609
0159-668         8      none       0.1877       0.1046
0244-470        12      none       0.1253      -0.0614
0427-502         7      none       0.0709      -0.2212
0437-719         5      none       0.0869      -0.3386
0644-671         8      none      -0.1342       0.0350
0841-607         3      none      -0.0531       0.1598
0918-534        11    define      -0.2996       0.3368
1040-414        11      none      -0.2783       0.0670
1145-676        11      none      -0.8163       0.0777
1528-684         5      none       0.5468      -0.7032
2312-505         8      none      -0.3893      -0.1143
1629-458         5      none      -2.5289      -1.6789
0917-185         6      none       0.1138      -0.0918
1101+077         6      none       0.0137      -0.0021
1339+129         5      none      -0.0487      -0.0521
2346-049         7      none      -0.0288      -0.2141
0119-046         4      none       0.1762      -0.2511
0652+426         4      none       0.0252      -0.0820
0704+384         5      none      -0.0532       0.1192
0907+258         5      none       0.0767      -1.3940
0930+289         5      none       0.2183      -0.1151
1130+106         5      none       0.0582       0.2962
1323+037         5      none      -0.1636       0.2245
1335+023         5      none      -0.0361      -0.0739
1454-060         6      none       0.0542      -0.1046
1501-026         5      none       0.3354      -0.3670
1730+604         5      none       0.2244      -0.0392
1741+597         4      none       0.4178      -0.1303
2237+121         4      none      -0.0416       0.0790
2305+187         5      none      -1.0260       1.9725
2355+490         4      none      -0.1040      -0.1181
0309+360         4      none      -0.5491      -0.3595
0310+410         5      none      -0.0719      -0.0678
0806+315         5      none      -0.3706      -0.4044
0821+411         5      none       0.3575      -0.1923
1013+596         4      none      -0.0987      -0.0606
1015+594         4      none       0.2292       0.0843
1229+645         5      none      -0.1692       0.1426
1242+574         5      none      -0.0577      -0.4202
1312+240         5      none       0.0314       0.2978
1317+143         4      none      -0.6637      -0.1572
1414+129         5      none       0.0366       0.2804
1416+159         5      none       0.1711       0.1429
1818+551         5      none      -0.0272       0.0598
2052+239         4      none      -0.0777       0.1371
2057+235         5      none      -0.0006       0.0112
1245-454        17    define      -0.2475      -0.0975
0038-019         5      none      -0.0347       0.3056
0901+697         4      none      -0.2197       0.0193
1147+659         4      none       0.4281       0.1636
0518-458         6      none      -0.1642      -0.1318
0843-547        11      none      -0.4812      -0.4959
1249-673        10      none       0.9023       0.3950
0003+158         4      none       0.0371       0.0837
0404+065         4      none      -0.1267       0.5405
0751+393         5      none      -0.0120      -0.0590
0948+658         5      none      -0.7692      -0.2582
0959+684         4      none      -0.2317      -0.0415
1826+670         3      none      -0.1113      -0.0712
1838+575         5      none       0.2612      -0.0330
2048+196         5      none       0.2403      -0.3010
0015+145         4      none       0.1239       0.1158
0728+281         5      none       0.0300      -0.7522
0742+263         6      none       0.0092       0.0263
0813+758         4      none       2.2493       0.1546
0838+456         4      none      -0.1122      -0.0266
0903+500         5      none      -0.4223      -0.0055
1121+518         5      none      -0.9084      -0.1264
1128+517         5      none       0.4047      -0.0468
1307+433         4      none      -0.2721      -0.1402
1309+355         4      none       0.7840       0.0428
1705+717         4      none       0.5472       0.0557
1742+724         4      none       1.7861      -0.0471
1932+174         5      none       0.1808      -0.2907
2215+006         5      none      -0.0882      -0.0397
0229+200         5      none       0.3693       0.3865
1201-068         5      none       0.0416      -0.0746
1420+044         4      none      -0.0041      -0.0325
1612-243        10      none      -0.0210       0.3090
1750+472         5      none      -0.1425       0.1334
0145+210         5      none       0.0021      -0.1696
0324-328         5      none      -0.3625       0.5125
0807+083         4      none      -0.1714      -0.1364
0828+065         4      none      -0.0657      -0.1419
0838-090         5      none      -0.3852      -0.6997
1157+014         8      none       0.0806      -0.1029
0100-760         8      none      -0.3930      -0.0206
0550-453        11      none      -0.5060      -0.3675
0622-645        11      none      -0.1246      -0.0163
0844-652        11      none       0.4796      -0.2482
1307-556         5      none      -1.0130      -0.0505
1336-180         6      none      -0.0782       0.0527
1344-180         6      none      -0.0754      -0.4554
1418-198         5      none       0.2700      -0.0053
1425-156         7      none       0.0538      -0.0579
1434-185         6      none       0.0738      -0.0431
1450-218         5      none      -0.1782       0.1503
1523-172         6      none      -0.2729      -0.4194
1552-249         5      none       0.0538       0.0855
1605-205         7      none      -0.3331       0.0915
1644-291         5      none       0.1701       0.1174
1711-251         1      none      48.2646     -33.2662
1841-205         6      none      -0.0538      -0.3577
1910-451        10      none       0.5871      -0.3282
1919-166         5      none      -0.3314       0.7039
1950-207         6      none      -0.2434      -0.3324
2024-217         6      none      -0.0018      -1.0285
2101-490        11      none      -0.1157       0.0157
2128-208         9      none      -3.7064       6.3899
2332-531        10      none       0.3832       0.2177
1338-164         5      none      -0.5792      -0.2521
1345-164         6      none      -0.3087      -0.6774
1400-181         5      none      -0.1145       0.1157
1407-188         5      none       0.0789      -0.0601
1426-206         5      none      -0.0720      -0.2903
1440-220         5      none       0.3805      -0.6140
1539-164         6      none      -0.0443      -0.0140
1548-199         7      none      -0.4203      -0.1376
1554-272         6      none       0.3585      -0.1039
1629-228         9      none      -0.0151      -0.2688
1644-193         6      none      -0.0630       0.5639
1659-241         6      none       0.3527      -0.0004
1835-293         5      none      -0.1420      -0.1407
1847-259         6      none       0.0627       0.1364
1927-209         6      none      -0.0850       0.0000
1953-200         5      none       0.0912      -0.1110
2019-202         8      none       0.1347      -0.2195
0044+030         8      none       0.1051       0.0110
0109+200         5      none       0.1540      -0.0713
0548+37A         4      none       0.0132       0.1028
0752+258         7      none       0.1487      -0.0825
0850+284         5      none      -0.2304       0.4199
0901+237         5      none      -0.2236       0.2812
0950+326         5      none       0.0242      -0.4200
0952+338         5      none      -0.2475      -0.0017
1100+772         4      none       1.6553       0.0380
1413+487         5      none       0.0776       0.1076
1437+374         5      none      -0.1877       0.0095
1535+231         6      none      -0.4920      -0.0621
1538+477         5      none      -0.6101       0.0675
1714+231         5      none       0.2932       0.1184
1722+119         5      none      -0.0556       0.0768
2345+061         7      none      -0.0937      -0.0770
2348+021         7      none      -0.0956      -0.0823
0103+057         7      none       0.0412       0.3264
0426+181        12      none      -0.2418       0.3127
0532+255         9      none       0.1712      -0.0810
0747+194         9      none       0.1041      -0.1687
0902+210         8      none       0.0927       0.5285
0907+230        10      none      -0.1414      -0.1040
1005+073        11      none      -0.0480      -0.1178
1123+002        11      none       0.1535      -0.0674
1130+008         6      none      -0.2916       0.0466
1200+028         8      none      -0.3772       0.3028
1323-165         8      none      -0.0275      -0.0658
1527-196        10      none       0.0360      -0.1611
1858-177         6      none       0.0695      -0.0369
2306-052         6      none       0.0218       0.5833
2320-078         8      none       0.0360       0.2326
0241-564         6      none       0.5882      -0.3773
0650+239         7      none       0.1882       0.1094
0743+182         7      none       0.0618       0.1990
0854+178         5      none     -16.1885       2.8831
0946+181         7      none       0.1623       0.0117
1047+048         8      none      -0.0589       0.0255
1127-023         8      none       0.2961      -0.5416
1138+006         8      none       0.4283       0.0593
1253-590         3      none      -1.0687       0.5137
1442-087         9      none       0.1695       0.0519
1534-128         9      none       0.1838       0.2667
1722-554         8      none      -1.5367      -1.0739
1910-298        10      none      -0.1841       0.2512
2154-135        11      none       0.1910       0.0280
2356-069         7      none       0.1802      -0.1933
0130-083         4      none       0.0262       0.0075
0223+814         5      none       0.2894      -0.9879
0446+074         5      none       0.1173       0.0072
0757+477         5      none      -0.3943       0.1323
0844+068         5      none       0.1376       0.5421
1052+023         6      none      -0.1377      -0.0361
1127+078         6      none       0.0301       0.1482
1854-210         6      none      -0.3111      -0.8718
1955-210         4      none      -0.1578       1.1028
2142-048         5      none      -0.4962      -1.0591
2300+345         4      none      -0.0474      -0.0872
0130-447         4      none       1.3601       0.1699
0152+043         4      none       0.1823       0.1592
1032+354         5      none      -0.1157       0.4179
1607+183         5      none      -0.4690       0.0041
0232-042         2      none       0.1286       0.0923
1002+483         7      none       0.6189       1.0678
0025+449         5      none       0.0137      -0.0664
0034+393         4      none       0.1173      -0.2089
0502+041         5      none       0.3291      -2.7459
0802+596         5      none       0.1741       0.1667
2116+203         4      none       0.0055       0.0738
2128+333         5      none       0.0828       0.0159
2251+113         4      none       0.1995      -0.5624
2314+160         4      none      -0.1507       0.0190
0514+109         3      none      -0.0315      -0.0035
1050+341         6      none       0.5798       0.2898
1322+579         5      none       1.3033      -0.7221
1842+015         5      none      -0.8386       0.8069
2019-221         6      none       0.6821      -0.2126
0155+810         5      none      -0.9453       0.5009
1753+338         5      none      -0.0013       0.0590
2346+750         6      none      -2.7450       7.7180
1045-620        17      none      -0.0181       0.0154
1011+765         5      none       0.6420      -0.7727
1751-169         5      none      -0.1518      -0.0945
1215+333         5      none      -0.1130       1.4832
2325+293         6      none       0.0164       1.8732
1343-601         6      none       0.3423      -0.5314
2022+542         8      none       0.5930      -0.0325
0007+757         4      none      -0.0075      -0.2318
0758+120         5      none      -0.2922      -0.1631
1832+208         5      none      -0.2719       0.0238
1833+250         5      none      -0.0480       0.1965
1954+187         5      none       0.7898      -0.4832
0810+563         5      none      -1.6242      -0.5297
2335+148         6      none      -0.2444       0.7744
  HR5907         3      none      -2.5150       0.1483
0124-155         4      none      -0.1994       0.0939
0950-084         5      none       0.1708      -0.2085
1202+492         5      none       0.4181      -0.0785
1206+43C         4      none       0.0318       0.2203
2353+154         5      none       0.0550      -0.1246
0628-627         4      none       0.2816      -0.2885
0857+863         5      none      -3.0950       0.1415
1221+248         5      none       0.1609       0.6014
1921-159         5      none      -0.0833      -0.5490
2229-099         6      none       0.2953       0.0496
0106+315         3      none       0.3067       0.4248
0154+410         5      none      -0.9792       0.0300
0454-220         4      none       0.0142       0.0378
1046+835         3      none       0.3290      -0.0482
1421+754         5      none      -0.9049       0.1550
0524-237         5      none       0.0279      -0.0541
1414+652         6      none       0.9402       0.4580
0037+094         5      none      -1.4899      -1.5037
0054+078         6      none      -1.7402       3.1534
0107+069         5      none      -0.1484      -0.3372
0135+091         5      none      -0.4045      -0.3650
0219+096         5      none       0.7269      -0.4212
0256+115         5      none      -0.2922      -0.0075
0336+133         4      none       0.2326      -0.4354
0350+177         5      none     -10.4439      35.2414
0439+186         5      none      -0.2548      -0.1041
0631+258         5      none      -3.3217      -0.6552
1002+073         5      none      -1.3559       0.0393
1012+091         6      none       0.0420      -0.4372
1040+080         5      none      -0.5045       0.2756
1059+025         5      none      -0.1328      -0.2129
1446-214         7      none      -2.0195       0.5177
1529-230         6      none      -0.3990       0.3161
1559-151         4      none      -0.5936       0.1204
1640-166         7      none       0.0727       0.7535
2237-088         6      none       0.0742      -0.7255
2340-036         7      none      -0.1309      -0.1273
0513+714         5      none       0.4454       0.7244
1126+237         5      none      -0.0683      -0.5103
1140+190         5      none      -0.1697      -0.2796
1618+530         4      none      -0.0097      -0.0073
1642+670         6      none      -0.4358       0.1957
1828-230         4      none      -0.1619      -0.2231
0924+178         7      none       0.0695      -0.7542
1023+017         5      none      -1.1504       1.4074
1442+117         5      none       0.0758       0.0185
1529+697         5      none      -0.1230      -0.0652
1805+760         5      none       0.7531       0.3597
1915+863         5      none       5.5232       0.2129
0107-025         4      none       0.5954      -1.7583
0130+242         4      none      -0.3215      -0.2831
0222-234         7      none       0.1006      -1.3067
0850+443         4      none       0.5161      -0.1307
1009+067         5      none      -0.0754      -0.3219
1148+387         4      none      -0.6115      -0.2554
1149+324         4      none       0.8044       0.3281
1150+365         4      none       0.5393      -0.4552
1407+653         4      none      -1.5602       0.2572
1411+746         4      none      -2.8570      -0.5567
2353+283         4      none      -7.8593      -3.4115
1552+301         5      none      -1.3043      -0.5063
1612+378         4      none      -0.2765       0.5287
1617+306         4      none       0.3673       1.2760
1649+401         4      none      -0.0882      -0.2713
2211+289         4      none      -1.1810       4.8082
1911+781         5      none       0.5447      -1.2996
2357+028         4      none      -0.3273       0.3007
0012+077         3      none      -0.6286       1.5047
0049+003         5      none      -0.2155      -0.0890
0112+131         5      none      -0.1538      -0.3192
0120+137         3      none       0.1635      -0.1572
0151+109         4      none       0.1022      -0.0572
0156+166         3      none       3.1431       0.3565
0229+072         4      none      -0.3421      -1.4175
0304+124         4      none       2.2352      -3.5402
0328+238         3      none       1.8766      -0.3286
0439+283         3      none       0.3983       0.2484
1006+136         4      none      -0.4418      -0.9321
1050+024         4      none      -1.3205       4.0956
1103-006         3      none       0.2809      -0.8334
1107+072         4      none       1.2810      -3.8100
1144-043         3      none       0.3509      -0.8353
1249-116         4      none       0.8793       0.6080
1256-015         5      none      -0.1168      -0.1613
1333-170         8      none       0.9089      -0.4342
1507-246         5      none       6.2790      -8.8509
1516-240         3      none      -0.0230       1.0203
1652-184         4      none       0.0115      -0.2587
1657-298         2      none      12.0682      -8.3637
1718-164         3      none      -1.0457      -0.1551
1749-300         1      none    -114.2580      -3.8154
1844-164         3      none      -1.5658      -2.6117
1846-168         2      none       0.8062      -0.0856
1938-202         7      none      -0.4577       0.0974
1957-194         4      none      -1.6580      -1.3882
2046-194         6      none       0.8293       0.0849
2135-147         5      none       0.0704      -0.0676
2209-108         5      none      -0.5329      -0.2564
2211-132         7      none       0.0087      -0.8158
2237-110         6      none      -0.2779      -0.4562
0318-172         5      none       0.6387      -1.2643
0459+791         4      none      -0.5399      -2.2149
1046-222         4      none       0.0439      -0.1560
1057+100         5      none       0.1591       1.0910
1429+249         3      none      -0.1903       0.3356
0219-637         4      none       0.6804      -0.1742
0441-699         4      none       0.4556      -0.3796
0601-706         7      none      -0.0736      -0.1663
0624-546         5      none      -0.3021       0.1934
0848-588         4      none      -1.7218       0.2695
0851-577         6      none      -0.5544      -0.4061
1059-631         5      none      -0.0494       0.9132
1133-681         4      none       0.3441       0.0524
1214-609         7      none       0.0208       0.4926
1300-554         6      none      -0.1752       0.1325
1416-516         6      none       0.4265      -0.3289
1722-644         5      none       0.7918      -0.4241
1732-593         3      none      -0.7124      -0.5884
1803-642         7      none       0.1843       0.1000
1959-639         7      none       0.4590       0.1476
2102-659         5      none       0.6699      -0.5010
2205-636         1      none      -0.6369      -0.5754
1159+450         4      none      -0.2570      -0.0846
1221+405         4      none      -2.0389       0.9522
1243+440         4      none       2.3459      -1.7733
1512+370         4      none       0.2680      -0.3936
1544+820         4      none       1.2648      -2.0165
2224+036         4      none       0.1585      -0.5795
0229-479        10      none       0.1675       0.2002
0440-520         3      none       0.4628      -1.0808
0507-611         4      none      -0.2532      -0.1227
0850-522         3      none      -0.6969       0.5384
0931-524         1      none      -2.9891       1.8010
0944-469         8      none      -2.2366      -0.9132
1041-452         6      none       0.3243       1.8048
1048-470         6      none       0.0149      -1.2644
1049-534         4      none      -0.0013       0.2064
1530-536         4      none       0.9708       0.0945
1642-645         9      none       0.3148       0.5765
1743-548         2      none       1.1699      -0.6050
1755-483         3      none       0.6576      -0.2498
1804-502         6      none       0.5407      -1.2107
1821-525         3      none       0.7384      -0.9370
2005-474         4      none      -3.3917      -0.6855
2105-489         7      none       0.7733      -1.6159
2112-556         4      none      -0.2931       0.2407
2140-781         3      none       0.1450       0.3119
2224-793         4      none       1.1604       0.5090
2345-500         5      none      -0.0453      -0.1947
0325-182         5      none       0.0501      -0.0659
0550+032         3      none      -0.0519       0.1216
1031+147         4      none       0.2766      -0.7698
1221+503         4      none      -0.4796      -0.7501
1646+217         4      none      -0.4191       1.0053
1544-638         6      none       0.3038       0.3209
1810-745         2      none       0.0335      -0.0408
2142-765         2      none      -0.5920      -0.0805
2153-760         2      none      -0.1984      -0.1502
2225-694         5      none       0.0134      -0.4630
1217-558         3      none       0.2189       0.2171
2200-617         2      none      -0.5488      -0.0652
0035-534         5      none       1.7470       1.0670
0139-097         4      none       0.4376      -0.3517
0343+485         4      none      -0.0597      -0.4327
0506+398         4      none       0.0419       0.4111
0537+392         4      none       0.8433      -0.5457
0838+235         5      none       2.1463       1.7481
0903+031         5      none       0.5182       2.9270
1028+313         5      none      -1.7418      -4.6579
1528+240         4      none      -4.3856      -2.2814
1802-381         4      none       0.6934      -0.0721
2039+452         3      none      -0.5155       0.8214
0729+562         3      none       0.0158      -0.5807
0809+255         4      none       0.2585      -0.9507
0848+686         3      none       1.0671       0.0862
0947-138         3      none       0.0307       0.4332
0957+136         3      none       0.3008       0.0351
1256+546         3      none       0.4453      -1.1084
1336-063         4      none       0.0920       0.0294
1357-101         4      none      -0.5336       0.5486
1419+286         3      none       0.0312      -0.1072
1828-187         4      none       1.9822      -0.9402
2010-265         6      none      -0.4273       0.6310
0133-410         5      none       0.4826      -0.5715
0158-404         5      none      -1.0480      -0.4095
0354-405         5      none      -0.5660      -0.0867
0433-422         5      none      -0.0042      -0.5885
0550-452         4      none      -1.0048      -0.5748
0638-411         5      none       0.0747      -0.2492
0917-354         8      none       0.2080       0.4237
0923-355         6      none      -0.1248       2.5597
1212-092         5      none      -2.6568      -0.6935
1217-088         5      none      -0.2732       0.9253
1218-082         8      none      -1.2113      -0.7760
1305-104         8      none       1.1068       0.7007
1319-140         4      none       0.1816       0.2076
1320-078         3      none       0.6106       0.0704
1324-168         5      none       0.7850       0.1779
1334-179         6      none       1.1509      -1.4919
1413-213         5      none      -0.7293      -0.0179
1502-242         5      none       0.7476       0.1979
1545-226         8      none       1.1307       0.4900
1609-225         6      none       1.3645      -0.0345
1902-257         6      none       0.4220       0.5309
1911-259         7      none      -1.5510      -0.6134
1927-223         9      none      -2.1082       0.1606
2157-200         7      none      -0.8128       0.0934
2216-126         6      none      -1.0443       0.0281
2258-099         6      none      -1.0788       0.2045
2336-083         4      none      -1.1910      -0.0838
2243-563         4      none      -0.7971       1.0216
0109+026         4      none       0.0485      -0.2845
1057+411         3      none      -0.1439       0.0762
1353-095         5      none       0.6078      -0.4145
1403-107         4      none       0.2100      -0.9249
1745+643         3      none      -0.7043      -0.3030
1835-189         5      none      -0.4227       0.3935
2308+018         5      none       0.3914       0.1871
0355-669        11    define      -1.2701      -0.3336
0115+027         5      none       0.2464      -0.1754
0745+579         3      none       0.0738       0.4023
0750-395         4      none       0.1125      -0.1159
0750+535         3      none      -0.2711       1.2232
0749+718         3      none      -0.7725      -0.1597
0819+258         3      none      -0.0379       0.0614
0903+669         3      none       2.4157       0.2579
1035+140         4      none      -0.0469      -0.0351
2019-211         4      none       0.0996      -0.4748
0007+016         5      none       1.2800       0.0796
0415+211         5      none      -0.0445      -0.3364
0422+224         5      none       1.3288      -0.4670
0647+251         4      none       0.2046       0.3794
0650+232         4      none       0.3582       0.3531
1007+716         4      none       0.4509       0.5485
1211+029         5      none      -0.4418       0.0864
1212+078         4      none      -0.5049      -1.1632
1244+324         4      none       2.7232       0.6314
1339+373         4      none       3.0956      -3.6391
1520+725         3      none      -1.3307       0.0252
1522+669         4      none       1.9373       0.2795
1607+604         4      none       0.3336       0.4217
2009-193         5      none      -0.2706       0.2319
2117-614        11      none      -0.5014      -0.0481
0732+207         7      none      -1.0171      -0.1154
1403-068         6      none      -0.3105      -0.7294
1453-109         6      none      -0.1681       0.8500
2133-069         8      none       0.0411       1.2927
0150+015         4      none      -0.1426      -0.1604
0833+240         4      none       0.4110      -0.0505
1331+512         4      none      -0.5642      -0.0224
1556+335         3      none       0.6078       0.0956
1858-143         4      none      -0.2563       0.8403
1907-192         5      none       0.2020      -0.4554
2134+237         3      none      -0.2972      -0.1468
0453+269         6      none      -0.6781       0.1936
0455+201         5      none       0.1552       0.1399
0515+227         2      none      -0.3874      -0.4068
0651+428         4      none       0.5385       0.8374
1020+292         4      none       2.0055      16.8248
1212+467         4      none       0.2859       0.3240
1215+521         3      none      -0.7428       0.7329
1341+576         4      none       0.1837      -0.3753
1345+735         4      none      -0.1472       0.5764
1503+691         3      none      -0.9628       0.4177
1704-178         5      none      -0.4850      -0.3055
1713-191         5      none       0.9240      -0.4235
1735-162         3      none       0.5254       1.0810
1959-150         5      none       0.9926       0.6304
2307-097         5      none      -0.0110      -0.3242
2308+098         4      none       0.3630       0.0472
2358-080         5      none       0.2255       0.0199
0351+390         3      none      -0.0431      -0.2583
1001+621         3      none      -2.2605      -0.2612
1051+391         3      none       0.4955      -0.1160
1201+454         4      none       7.6700      -1.0243
1653+198         3      none      -0.6196      -0.7919
0125-484         2      none       0.5728       0.1611
0905+524         3      none       0.9944       0.3313
1203+109         4      none       0.2913      -0.0867
1506+591         3      none      -2.3362       2.7812
1519+567         3      none      -8.3941       4.6040
0153-149         3      none      -2.7586       5.4586
0503-295         3      none      -0.3172       2.4360
0736+177         4      none      -0.8313       0.3639
1145+321         3      none       0.5321      -0.1096
1208+646         3      none      -8.9640      10.0382
1540+539         3      none       7.8127      -0.3365
1837+479         3      none       0.8935       0.0757
2013-172         9      none      -0.1932       0.4608
0513-459         5      none       0.1044      -0.8845
0055-016         3      none       1.9245      -3.3096
0942+581         3      none       0.8273       0.4206
1115-023         3      none       0.1237       0.1890
1315+727         3      none       0.2333       0.4659
1344+793         2      none     -20.9850       2.7876
1546-165         5      none       0.6489      -0.3705
2014-184         4      none      -0.2452       0.1767
0340-330         4      none       0.0534      -4.9218
0541+269         5      none       0.5712      -0.2013
0545+258         5      none      -0.6696      -0.3212
0545+276         4      none      -1.6656      -1.9951
0753+135         3      none      -0.2766      -0.1442
0119-005         3      none      -0.6509       0.6558
1059+289         3      none      -0.2281      -2.5465
1127-045         4      none       0.7579      -0.0557
1707-376         4      none       0.1228      -0.1546
1831-237         4      none      -0.0369       0.7833
2143-298         4      none      -0.4446       0.1188
0039-407         4      none      -1.4355      -0.9320
0931-446         2      none       2.8971      -5.3109
0952-408         4      none       0.0432       1.4995
1058-425         5      none      -3.5515      -1.6682
1409-162         5      none      -0.5504       4.9508
1428-149         3      none      -0.4339       0.7975
1442-160         4      none      -0.5010      -0.3817
1456-16A         5      none      -0.5252      -1.4594
1502-159         6      none       0.0429      -2.4578
1602-187         3      none       1.1153      -0.1528
2214-151         5      none      -0.1870      -0.8579
0814+201         5      none      -7.1274     -10.5044
0831+442         4      none     -22.7324      -1.5449
1034+574         4      none       0.1631      -0.1902
1130-037         3      none       0.1108       0.1714
1243+014         3      none      -0.0861      -0.7236
1310+484         3      none      -0.2529       0.4744
